finding_id,title,severity,host,rule,oval_id,scan_class,os,triage_should_remediate,triage_risk_level,triage_reason,triage_requires_human_review,triage_estimated_impact,triage_estimated_complexity,final_status,remediated_at_round,total_attempts,remedy_commands_executed,remedy_scan_passed,remedy_success,remedy_error_summary,remedy_attempt_duration_s,remedy_scan_duration_s,review_approve,review_is_optimal,review_security_score,review_feedback,review_concerns,qa_safe,qa_verdict_reason,qa_side_effects,qa_regression_detected,qa_recommendation,qa_validation_duration_s,total_duration_s,llm_calls,llm_errors,llm_duration_s,prompt_tokens,completion_tokens,total_tokens,estimated_cost_usd,triage_llm_calls,triage_tokens,triage_cost_usd,triage_duration_s,remedy_llm_calls,remedy_tokens,remedy_cost_usd,remedy_duration_s,review_llm_calls,review_tokens,review_cost_usd,review_duration_s,qa_llm_calls,qa_tokens,qa_cost_usd,qa_duration_s,triage_model,remedy_model,review_model,qa_model
enable_dracut_fips_module,Enable Dracut FIPS Module,3,localhost,enable_dracut_fips_module,xccdf_org.ssgproject.content_rule_enable_dracut_fips_module,compliance,localhost.localdomain,False,critical,"Enabling FIPS mode on an already installed RHEL 9 system requires adding the dracut fips module and setting the kernel boot parameter fips=1, which is not supported post‑installation and can render the system unbootable or cause cryptographic failures. This change impacts core cryptographic behavior and boot process, posing a high risk of lockout or system breakage.",False,reboot required; FIPS mode activation; kernel boot parameter modification; potential system unbootability; cryptographic subsystem changes,high,discarded,,0,,,,,,,,,,,,,,,,,,17.570066690444946,1,0,17.547,695,601,1296,0.00052,1,1296,0.00052,17.547,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
enable_fips_mode,Enable FIPS Mode,3,localhost,enable_fips_mode,xccdf_org.ssgproject.content_rule_enable_fips_mode,compliance,localhost.localdomain,False,critical,"Enabling FIPS mode requires adding a kernel boot argument (fips=1) and changing the system's cryptographic policy. The description states that enabling FIPS on an already installed system is not supported and may render the system unbootable. This change carries a high risk of boot failure, loss of access, and incompatibility with existing services, thus it is classified as too dangerous to remediate automatically.",False,reboot required; potential boot failure; loss of SSH/console access; incompatibility with existing cryptographic libraries; irreversible change on existing installations,high,discarded,,0,,,,,,,,,,,,,,,,,,13.024943828582764,1,0,12.806,833,607,1440,0.000193,1,1440,0.000193,12.806,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
sysctl_crypto_fips_enabled,Set kernel parameter 'crypto.fips_enabled' to 1,3,localhost,sysctl_crypto_fips_enabled,xccdf_org.ssgproject.content_rule_sysctl_crypto_fips_enabled,compliance,localhost.localdomain,False,critical,"Enabling FIPS mode requires adding the fips=1 kernel boot parameter, which is only supported at installation time. Changing this on an existing system is not supported and can render the system unbootable or cause cryptographic failures, posing a high risk of lockout or instability.",False,reboot required; FIPS mode activation; kernel boot parameter modification; potential system instability or unbootable state,high,discarded,,0,,,,,,,,,,,,,,,,,,16.758110761642456,1,0,16.741,740,678,1418,0.000342,1,1418,0.000342,16.741,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
installed_OS_is_vendor_supported,The Installed Operating System Is Vendor Supported,3,localhost,installed_OS_is_vendor_supported,xccdf_org.ssgproject.content_rule_installed_OS_is_vendor_supported,compliance,localhost.localdomain,False,medium,"Remediation likely involves upgrading or migrating the operating system to a vendor‑supported release. This is a major change that can affect many services, drivers, and system configuration, creating a risk of loss of SSH/console access or service disruption. Human planning and validation are required before proceeding.",True,reboot required; OS version upgrade; potential service interruption; compatibility with existing applications; possible loss of remote access during reboot,high,requires_human_review,,0,,,,,,,,,,,,,,,,,,6.686174392700195,1,0,6.668,619,692,1311,0.000401,1,1311,0.000401,6.668,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
partition_for_var_tmp,Ensure /var/tmp Located On Separate Partition,2,localhost,partition_for_var_tmp,xccdf_org.ssgproject.content_rule_partition_for_var_tmp,compliance,localhost.localdomain,False,critical,Filesystem/partition/mount-option changes can break boot or services and should not be auto-remediated.,False,reboot required; filesystems affected; filesystems/partitioning; service disruption risk,high,discarded,,0,,,,,,,,,,,,,,,,,,0.04070925712585449,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
ensure_redhat_gpgkey_installed,Ensure Red Hat GPG Key Installed,3,localhost,ensure_redhat_gpgkey_installed,xccdf_org.ssgproject.content_rule_ensure_redhat_gpgkey_installed,compliance,localhost.localdomain,True,low,"The remediation only imports a trusted GPG key and optionally verifies directory permissions. This operation does not affect authentication, networking, or critical boot components and is a standard package management task.",False,filesystems affected; Missing GPG key could allow installation of unverified packages; Potential for incorrect file permissions on /etc/pki/rpm-gpg,low,failed,,3,rpm -q gnupg; dnf install -y gnupg; curl --fail -s -L -o /tmp/redhat-gpg-key https://access.redhat.com/security/key/567E347AD0044ADE55BA8A5F199E2F91FD431D51,False,False,,441.8801381587982,12.179,True,False,8,"The plan now includes a fingerprint verification step and checks for existing key, gnupg installation, and directory permissions, which addresses the core OpenSCAP requirement. However, it still imports a Red Hat key on Rocky Linux without an OS check, lacks an explicit abort command on fingerprint mismatch, and could tighten TLS handling for the download.","The remediation runs on Rocky Linux, where importing the Red Hat GPG key is unnecessary and may cause confusion.; No explicit abort or exit is defined if the fingerprint verification fails; the plan only describes aborting in prose.; Curl is used without explicit TLS verification flags (e.g., --fail), which could silently accept an invalid response.; The key ID used in rpm -q may not match the full key identifier, potentially causing false negatives.; Potential duplicate imports if the key is present but under a different ID format.",True,"The plan only installs gnupg (if missing), downloads a public GPG key over HTTPS, verifies its fingerprint, imports it into the RPM database, and tightens directory permissions. These actions do not modify running services, authentication mechanisms, or networking. Importing a Red Hat key on Rocky Linux is unnecessary but harmless and will not break critical services.",Unnecessary import of Red Hat GPG key on a Rocky Linux system; Potential duplicate import if the key already exists under a different identifier; Installation of gnupg package if not already present,False,Approve,138.37730360031128,441.9113492965698,17,0,312.533,91141,10712,101853,0.010908,0,0,0.0,0.0,13,91490,0.009611,120.855,2,6096,0.000678,39.835,2,4267,0.000619,151.843,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
accounts_password_pam_enforce_root,Ensure PAM Enforces Password Requirements - Enforce for root User,2,localhost,accounts_password_pam_enforce_root,xccdf_org.ssgproject.content_rule_accounts_password_pam_enforce_root,compliance,localhost.localdomain,True,low,"The remediation only adds the enforce_for_root setting to /etc/security/pwquality.conf, a standard PAM password policy change. It does not modify existing passwords, require service restarts, or affect boot. The change is low‑risk and aligns with typical STIG hardening practices.",False,authentication/authorization affected; future root password changes may be rejected if they do not meet complexity requirements,low,success,1,1,"cp /etc/security/pwquality.conf /etc/security/pwquality.conf.bak; sed -i '/^\s*enforce_for_root/Id' /etc/security/pwquality.conf; sed -i -e '$a\\' /etc/security/pwquality.conf; printf '%s
' 'enforce_for_root' >> /etc/security/pwquality.conf",True,True,,73.7426929473877,34.502,True,False,8,"The plan will add the required enforce_for_root setting, removing any existing entries to avoid duplication. It backs up the original file and ensures a trailing newline before appending. This will satisfy the OpenSCAP rule and enforce password complexity for root.","If /etc/security/pwquality.conf does not exist, the cp and sed commands will fail, potentially aborting the script.; The backup file is removed at the end of the original script but not in this plan, which may leave unnecessary files.; The inserted line does not explicitly set a value (e.g., enforce_for_root = yes), which might be clearer and more portable.",True,"The plan correctly backs up the configuration, removes any existing enforce_for_root entries, ensures proper file termination, and appends the required setting. Enabling enforce_for_root only tightens password requirements for the root account and does not alter PAM stack order or break existing authentication mechanisms. The only minor issues are harmless errors if the file does not exist and an extra backup file left behind.","If /etc/security/pwquality.conf is missing, the cp and sed commands will emit errors but will not modify other files.; A backup file /etc/security/pwquality.conf.bak will remain on disk, consuming minimal space.",False,Approve,17.564013719558716,90.46339273452759,15,0,68.687,48813,5076,53889,0.008765,1,1416,0.000536,16.677,12,48660,0.00719,29.962,1,1862,0.00041,4.495,1,1951,0.000629,17.552,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
accounts_password_pam_minlen,Ensure PAM Enforces Password Requirements - Minimum Length,2,localhost,accounts_password_pam_minlen,xccdf_org.ssgproject.content_rule_accounts_password_pam_minlen,compliance,localhost.localdomain,True,low,"The remediation only edits PAM password quality configuration files to set the minlen parameter, a standard STIG hardening step. It does not modify bootloader, kernel, or filesystem layout, and the change is low‑risk if a reasonable length is chosen.",False,authentication/authorization affected; Potential lockout if minlen is set excessively high; Incorrect variable substitution could leave the setting empty,low,failed,,3,"ls -1 /etc/security/pwquality.conf.d; cp /etc/security/pwquality.conf.d/99-pwquality.conf /etc/security/pwquality.conf.d/99-pwquality.conf.bak; which authselect; find /etc/security/pwquality.conf.d -type f -name ""*.conf"" -exec sed -i '/^\s*#\?\s*minlen\s*=.*$/d' {} +; authselect apply-changes; restorecon -R -v /etc/security/pwquality.conf.d",False,False,,281.03049182891846,10.27,True,False,8,"The plan correctly backs up existing custom configuration, removes duplicate/minlen entries, creates a dedicated .conf.d file with minlen=12, and applies authselect and SELinux context restoration. It addresses the prior review comments and will enforce the required password length.","The sed command deletes any line containing 'minlen', including commented explanatory lines that might be useful for administrators.; The plan assumes /etc/security/pwquality.conf.d exists and does not create it if missing.; Running 'authselect apply-changes' without first confirming that the system uses authselect could cause an error on systems that rely on traditional PAM configuration files.",True,"The plan correctly backs up existing configuration, removes duplicate minlen entries, creates a dedicated .conf.d file with minlen=12, and refreshes PAM via authselect. Setting a minimum length of 12 does not invalidate existing passwords, only affects future password changes, so it will not lock out existing SSH or local logins. The commands are safe on standard Rocky/RHEL systems that use authselect and SELinux.","Existing users will be forced to use passwords of at least 12 characters when changing passwords, which may cause inconvenience or script failures.; Removal of commented minlen lines eliminates helpful documentation within config files.; If the system does not use authselect, the 'authselect apply-changes' command may fail, though it will not alter the PAM stack.",False,Approve,21.051162719726562,281.0611629486084,16,0,261.619,53284,4684,57968,0.007922,0,0,0.0,0.0,14,53611,0.007393,121.309,1,2455,0.000214,119.272,1,1902,0.000316,21.038,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
logind_session_timeout,Configure Logind to terminate idle sessions after certain time of inactivity,2,localhost,logind_session_timeout,xccdf_org.ssgproject.content_rule_logind_session_timeout,compliance,localhost.localdomain,True,low,"The remediation only requires editing /etc/systemd/logind.conf to set StopIdleSessionSec= and restarting the systemd-logind service. This change does not affect authentication mechanisms, networking, or filesystem layout and is a standard STIG hardening step with minimal risk of lockout or service disruption.",False,,low,failed,,3,cp -a /etc/systemd/logind.conf /etc/systemd/logind.conf.bak; install -d /etc/systemd/logind.conf.d; systemctl try-restart systemd-logind; restorecon -v /etc/systemd/logind.conf.d/idle.conf; systemctl daemon-reload,False,False,,230.912682056427,12.003,True,False,9,"The plan correctly creates a systemd drop‑in with the required [Login] section and StopIdleSessionSec setting, backs up the original file, restores SELinux context, reloads systemd and restarts the logind service. This will remediate the vulnerability on Rocky Linux 10.","The plan does not explicitly verify that the write operation for /etc/systemd/logind.conf.d/idle.conf succeeded before proceeding.; If the drop‑in file already exists with a different value, the plan overwrites it without checking for idempotency.; Using try‑restart may silently do nothing if the service is not running; a normal restart would guarantee the setting is applied.",True,"The plan adds a standard systemd drop‑in to set StopIdleSessionSec, preserves SELinux context, reloads systemd and safely restarts systemd-logind. This correctly addresses the vulnerability and does not modify other critical services; the only effect is that idle user sessions (including SSH) will be terminated after 10 minutes, which is the intended hardening behavior.","Idle user sessions (e.g., SSH, console) will be terminated after 10 minutes of inactivity, potentially causing loss of unsaved work; If a custom logind.conf.d drop‑in already exists, it will be overwritten without warning",False,Approve,8.91618800163269,230.933349609375,20,0,214.005,84102,10320,94422,0.009663,0,0,0.0,0.0,16,84046,0.007341,150.643,2,6034,0.001778,24.783,2,4342,0.000543,38.58,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
accounts_authorized_local_users,Only Authorized Local User Accounts Exist on Operating System,2,localhost,accounts_authorized_local_users,xccdf_org.ssgproject.content_rule_accounts_authorized_local_users,compliance,localhost.localdomain,False,medium,"Remediation involves deleting local user accounts. Removing the wrong account can lock out administrators, break SSH access, or disrupt services that rely on specific system users, presenting a clear risk of loss of access.",True,authentication/authorization affected; Potential loss of administrative/SSH access; Disruption of services that depend on specific system accounts; Compliance impact if authorized accounts are not correctly identified,medium,requires_human_review,,0,,,,,,,,,,,,,,,,,,45.9989960193634,1,0,45.982,712,672,1384,0.000532,1,1384,0.000532,45.982,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
